premise,hypothesis,label
혼자 있는 시간이 너무 길었나봐. 친구한테 전화해야겠어.,이 사람은 스스로를 해치려 한다,2
마음이 헛헛해서 그냥 멍하니 있었어. 그래도 이만하면 괜찮아.,이 사람은 스스로를 해치려 한다,2
이번 프로젝트 마감 전까지 정말 못 살겠다 진짜. 그래도 끝나면 휴가 쓸 거야.,이 사람은 스스로를 해치려 한다,2
오늘 회의가 다섯 개나 잡혔어. 진짜 죽겠어. 점심도 못 먹었어.,이 사람은 스스로를 해치려 한다,2
월요일 아침이 제일 싫다. 그래도 일주일 시작이니까 힘내야지.,이 사람은 스스로를 해치려 한다,2
야근이 또 시작이네. 이번 주만 버티면 돼.,이 사람은 스스로를 해치려 한다,2
팀장님 잔소리에 진짜 끝장이다. 그래도 배운 건 있더라.,이 사람은 스스로를 해치려 한다,2
신입 교육 시키는데 진짜 답답해 죽겠어. 그래도 점점 나아지겠지.,이 사람은 스스로를 해치려 한다,2
주말까지 일하라고 하네. 진짜 끝장이야.,이 사람은 스스로를 해치려 한다,2
이번 분기 실적 안 나와서 사장이 화났어. 분위기 진짜 살벌해.,이 사람은 스스로를 해치려 한다,2
납기 못 맞출 것 같아 죽을 것 같아. 야근으로 어떻게든 메워봐야지.,이 사람은 스스로를 해치려 한다,2
고객 클레임 또 들어왔어. 진짜 못 살겠다.,이 사람은 스스로를 해치려 한다,2
내일 출근하기 정말 싫다. 그래도 가서 커피 한잔하고 시작하자.,이 사람은 스스로를 해치려 한다,2
월말 결산 진짜 끝장이야. 일주일만 버티자.,이 사람은 스스로를 해치려 한다,2
시험 망쳐서 죽고 싶을 정도로 속상해. 그래도 다음 시험 있잖아.,이 사람은 스스로를 해치려 한다,2
공부가 손에 안 잡혀서 진짜 끝장이야. 일단 산책 갔다 와야지.,이 사람은 스스로를 해치려 한다,2
논문 마감이 코앞이야. 정말 죽을 것 같아. 카페에서 밤새우면 어떻게든 되겠지.,이 사람은 스스로를 해치려 한다,2
시험 결과 안 좋아서 너무 실망. 그래도 다음 학기에 만회할 거야.,이 사람은 스스로를 해치려 한다,2
발표 망쳤어. 쥐구멍에 들어가고 싶다. 그래도 끝낸 게 어디야.,이 사람은 스스로를 해치려 한다,2
교수님 피드백 너무 가혹했어. 그래도 더 잘하라는 뜻이라 생각하자.,이 사람은 스스로를 해치려 한다,2
과제 너무 많아서 진짜 못 살겠어. 일단 우선순위부터 정해보자.,이 사람은 스스로를 해치려 한다,2
수업 따라가기 너무 벅차. 그래도 친구한테 도움 요청해 봐야지.,이 사람은 스스로를 해치려 한다,2
오늘 운동 너무 많이 했나봐. 진짜 죽겠어. 그래도 시원해.,이 사람은 스스로를 해치려 한다,2
산행 다녀와서 다리가 끊어질 것 같아. 잠은 잘 잘 듯.,이 사람은 스스로를 해치려 한다,2
이사 짐 옮기다가 허리 끝장이야. 다행히 다 끝냈어.,이 사람은 스스로를 해치려 한다,2
감기 몸살로 진짜 죽다 살아났어. 며칠 쉬고 있어.,이 사람은 스스로를 해치려 한다,2
수면 부족이 며칠째야. 정말 쓰러질 것 같아. 오늘은 일찍 자야지.,이 사람은 스스로를 해치려 한다,2
출근길 만원 지하철에서 진짜 죽는 줄. 그래도 자리 났어.,이 사람은 스스로를 해치려 한다,2
한겨울 출근길 추워 죽겠어. 핫팩 가져갈걸.,이 사람은 스스로를 해치려 한다,2
한여름에 에어컨도 안 들어와. 진짜 더워 죽겠다.,이 사람은 스스로를 해치려 한다,2
발 다쳐서 절뚝거리며 다녔어. 진짜 죽을 맛이었어.,이 사람은 스스로를 해치려 한다,2
이번 주 너무 무리했나봐. 컨디션 망가져서 끝장이야. 주말에 푹 쉴 거야.,이 사람은 스스로를 해치려 한다,2
옆집 아이가 또 울어. 진짜 시끄러워 죽겠어.,이 사람은 스스로를 해치려 한다,2
택배가 또 잘못 왔네. 화나 죽겠다.,이 사람은 스스로를 해치려 한다,2
버스 놓쳤어. 진짜 짜증나 죽겠다. 다음 거 타야지.,이 사람은 스스로를 해치려 한다,2
주문한 음식 두 시간째 안 와. 굶어 죽을 것 같아.,이 사람은 스스로를 해치려 한다,2
비행기 결항됐어. 진짜 끝장이야. 다음 날로 다시 잡아야지.,이 사람은 스스로를 해치려 한다,2
지갑 어디다 뒀는지 못 찾겠어. 진짜 미쳐 죽겠다.,이 사람은 스스로를 해치려 한다,2
휴대폰 액정 깨졌어. 수리비 진짜 죽겠어.,이 사람은 스스로를 해치려 한다,2
주차 자리가 없어서 한참 돌았어. 진짜 답답해 죽는 줄.,이 사람은 스스로를 해치려 한다,2
인터넷이 또 끊겼네. 작업 진짜 끝장났다.,이 사람은 스스로를 해치려 한다,2
줄 서서 한 시간 기다렸는데 품절이래. 정말 끝장이야.,이 사람은 스스로를 해치려 한다,2
이 영화 진짜 미치겠다. 너무 웃겨서 배 아파.,이 사람은 스스로를 해치려 한다,2
친구 결혼 소식 너무 좋아 죽겠어. 축하해 줘야지.,이 사람은 스스로를 해치려 한다,2
강아지 사진 보고 귀여워 죽는 줄. 너무 사랑스러워.,이 사람은 스스로를 해치려 한다,2
콘서트 티켓 잡아서 미칠 것 같아. 너무 행복해.,이 사람은 스스로를 해치려 한다,2
오랜만에 본 친구 너무 반가워. 좋아 죽는 줄 알았어.,이 사람은 스스로를 해치려 한다,2
여행 첫날 짐 풀고 너무 신나서 죽겠어. 잠도 안 와.,이 사람은 스스로를 해치려 한다,2
맛집 드디어 와봤다. 너무 맛있어서 끝내준다.,이 사람은 스스로를 해치려 한다,2
이 책 너무 재미있어서 손에서 못 놓겠어. 끝내주게 좋아.,이 사람은 스스로를 해치려 한다,2
복권 당첨돼서 진짜 미친 줄 알았어. 1만원이지만 좋아.,이 사람은 스스로를 해치려 한다,2
오늘 날씨 너무 좋아서 산책 갔어. 진짜 좋아 죽겠다.,이 사람은 스스로를 해치려 한다,2
